absolute_path,bytes,sha256,file_type,classification,reason,public_destination,existing_repo_match
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V1_e6_s300.pth","134946675","d5529d4ede88d35ad98193a4c7e7358a3454b0d908ad613d7ce19e7343e09137","PTH","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/sovits/baisound-voice-v1-sovits-epoch06-step0300.pth","SHA256_MATCH"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V2_FRESH_e6_s288.pth","134946675","19830cc736786cb023f7d8a913ab0ba9c1485af8b5a54f8d90784c8542f6a943","PTH","PUBLIC_MODEL_EXPERIMENTAL","approved_signature_preview_sovits","models/experimental/signature-preview-v2/baisound-voice-v2-signature-preview-sovits.pth","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V2_FRESH_e4_s192.pth","134946675","76a492931f97cd349c6d7d6f04bab4f2442fa9890a5a40708a1d49f919f8e0ff","PTH","PUBLIC_MODEL_RELEASE","approved_stable_v2_sovits","models/stable/v2/baisound-voice-v2-sovits.pth","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V1_e2_s100.pth","134946675","8ec7a56c3ec00c62b05d6558dd425a23478acf278f3724cb90c1863f69d89721","PTH","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/sovits/baisound-voice-v1-sovits-epoch02-step0100.pth","SHA256_MATCH"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V1_e8_s400.pth","134946675","cc040cea1c5765620f464388d75809047f7f29087fff639c8f423b448447ad5d","PTH","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/sovits/baisound-voice-v1-sovits-epoch08-step0400.pth","SHA256_MATCH"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V2_WARM_e6_s288.pth","134946675","736da3c209d6f75111aed8c746e8b1d0c2bc7a14c18226cce090ea1e9a85d742","PTH","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/SoVITS_weights_v2Pro/BAISOUND_TASK097_V2_FRESH_e8_s384.pth","134946675","df890ef46144e7dbc820031bb703111a84e1c974b3bd90b75507cbe8d08bca6c","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/v2Pro/s2Gv2Pro.pth","162303657","0f8ead815234365edf045c6d86370ed6e4f440e8195be77ff0ea72684ad406a5","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/v2Pro/s2Gv2ProPlus.pth","200125741","d42a22bbbf65fb2bbdd45ad6a66841156977db45c7aabe0a6992ff378d9c7d3b","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/v2Pro/s2Dv2ProPlus.pth","126432639","635cd84bf6f7f9b8d41c88c7106f81d782c794c61f931845214ea037b0c5bef2","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/v2Pro/s2Dv2Pro.pth","126431971","257a7f36ae49e9ff08790d2cd3d398592530852caba810197f8606e884a52c54","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/s2G488k.pth","105973721","020a014e1e01e550e510f2f61fae5e5f5b6aab40f15c22f1f12f724df507e835","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/gsv-v2final-pretrained/s2D2333k.pth","93534164","8ae7fe8dd8c8f2e718de359e00edac88b0c71ab2fd10b07ad4cc45070eb8a836","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/gsv-v2final-pretrained/s1bert25hz-5kh-longer-epoch=12-step=369668.ckpt","155315150","732f94e63b148066e24c7f9d2637f3374083e637635f07fbdb695dee20ddbe1f","CKPT","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/gsv-v2final-pretrained/s2G2333k.pth","106035259","924fdccaa3c574bf139c25c9759aa1ed3b3f99e19a7c529ee996c2bc17663695","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/sv/pretrained_eres2netv2w24s4ep4.ckpt","107528697","4f5a0bf73c61eb41b174e1bb54e7ee3c83233892be8e0af1f187024e8e581a35","CKPT","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/s2Gv3.pth","769035145","f33abb1920076d988e1711d5f41b5c9c6d7f92575b4acf0ad4fae6a4ebf0cf19","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/gsv-v4-pretrained/s2Gv4.pth","769025545","906fe22f48c3e037a389df291d4d32a9414e15dbb8f9628643e83aaced109ea4","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/gsv-v4-pretrained/vocoder.pth","57781109","4d611913df7b12d49e8976c944558d2d096816365edfc6c35a9e85b67dd14ed9","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/s1v3.ckpt","155284856","87133414860ea14ff6620c483a3db5ed07b44be42e2c3fcdad65523a729a745a","CKPT","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/s1bert25hz-2kh-longer-epoch=68e-step=50232.ckpt","155093966","b1c1e17e9c99547a89388f72048cd6e1b41b5a18b170e86a46dfde0324d63eb1","CKPT","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_SoVITS/pretrained_models/s2D488k.pth","93533667","fc579c1db3c1e21b721001cf99d7a584214280df19b002e200b630a34fa06eb8","PTH","THIRD_PARTY_DEPENDENCY","third_party_model_not_approved_for_redistribution","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_WARM/logs_s1_v2Pro/ckpt/epoch=14-step=165.ckpt","931418747","4448a011058d0b5d3cc0eefaaedc64a22c72c570896503ab53c048f56442b9cd","CKPT","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_WARM/logs_s2_v2Pro/G_233333333333.pth","950962413","8c5c58213473b87129036af0cd7c18ea44147c1ae62c3c24ef1593f0f314fa5e","PTH","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_WARM/logs_s2_v2Pro/D_233333333333.pth","758455945","dd2f0fb0d3dbbae76b797ed891e80c4e03e7466f9b1428397d923b359903e746","PTH","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/task097-baisound-train186/logs_s1_v2Pro/ckpt/epoch=14-step=165.ckpt","931418875","c1d45c7eab6dc0253807f95b922fabcf58528a73bec33804ddf5e28cd3841b90","CKPT","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/task097-baisound-train186/logs_s2_v2Pro/G_233333333333.pth","950962413","a55ac67211475a9ae684ead0cc19d0666573e2fc3bfaea0f3f32e60a65c6d589","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/task097-baisound-train186/logs_s2_v2Pro/D_233333333333.pth","758457133","13e85de74535313d95a4d9942201bd2a7c6f1d86b8f4c173798877dc04b4829e","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_FRESH/logs_s1_v2Pro/ckpt/epoch=14-step=165.ckpt","931418747","75afecd7b3bd720771d840a96de80d7e5f2c730832f0c49efc227f357276b95c","CKPT","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_FRESH/logs_s2_v2Pro/G_233333333333.pth","950959301","563032175e1e1958a69ddd13993361f484dedb4d80867343850c6e9a1a2cdb44","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/logs/V2_FRESH/logs_s2_v2Pro/D_233333333333.pth","758456539","a79a0e283d9a90852d73c55f929bff36e48fd866da8a11493b39948e8a200310","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/1789838790.4906878.pth","950962413","c3051f4c8b0f4c4a2ec6cadff46b437af5c1a9dcbe5ec8c06fd5caecab8dc1e8","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/1789617757.966142.pth","950959301","042a6e15c585e500f95d1131742fc87d4918fa591de0c6481046045d8a98d5c7","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/1789841657.4567194.pth","950962413","97b9a206a35b558be66fe035c1f24923b6816526facf9f39facf03331b0bb268","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V1-e10.ckpt","155313632","16943e46220179da1de4c1df0b71eb82729c04d54c9594065405d6b6c1259998","CKPT","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/gpt/baisound-voice-v1-gpt-epoch10.ckpt","SHA256_MATCH"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_FRESH-e5.ckpt","155313632","2f103f4dfe943bb9e97e3a5091fe4dc203c951eb88d50173f748cc1a361c1fd4","CKPT","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V1-e5.ckpt","155313632","aa2377f760971e4aeaead7d5319693a8ea8725b6e3121273d1a546ac7f30e669","CKPT","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/gpt/baisound-voice-v1-gpt-epoch05.ckpt","SHA256_MATCH"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_WARM-e15.ckpt","155313632","a1b97d62d068a5dcf6ae2760aa5481376d92e04e1e12558de972bf7a68c68c1a","CKPT","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_FRESH-e15.ckpt","155312966","4dd990db49d56bdaff6c4988635c46b58f73e1d719297570f0d361184fd60745","CKPT","PUBLIC_MODEL_RELEASE","approved_stable_v2_gpt","models/stable/v2/baisound-voice-v2-gpt.ckpt","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_FRESH-e10.ckpt","155313632","739caeff62b6271a54229c7f020b9d1631b58f38084b8eff57c3c50341a29c93","CKPT","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_WARM-e10.ckpt","155313632","dad1be0aa162b553ee2aab1235a6909e14a213a8a0f8807f2cae0509a7c063db","CKPT","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V2_WARM-e5.ckpt","155313030","8033016b24e107df65bea3087df735f38fa6dbeb39f6d846033ef09de68a8206","CKPT","INTERNAL_MODEL_ARTIFACT","validation_quality_gate_failed_noise","","NO"
"/home/baisound/BAI_AI/task097_gptsovits/GPT-SoVITS/GPT_weights_v2Pro/BAISOUND_TASK097_V1-e15.ckpt","155313632","a421ba90c243b9c1745526310ec52da47b4c08ccab4ba7abb9a5a7fb807759aa","CKPT","PUBLIC_MODEL_CANDIDATE","authoritative_copy_of_existing_public_candidate","models/candidates/v1/gpt/baisound-voice-v1-gpt-epoch15.ckpt","SHA256_MATCH"
"/home/baisound/bvp-phaseg-w2-venv/lib/python3.12/site-packages/distutils-precedence.pth","151","2638ce9e2500e572a5e0de7faed6661eb569d1b696fcba07b0dd223da5f5d224","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
"/home/baisound/bvp-phaseg-w2-venv/lib/python3.12/site-packages/__editable__.ai_video_production-0.19.0.pth","23","fad648e33d201e6e042dd57ff49232885a64ad44e46846c23654f270e95953cc","PTH","INTERNAL_MODEL_ARTIFACT","unapproved_training_or_runtime_artifact","","NO"
